 ['11000000,626,01/01/2009,12/31/2010,0.129'],
 ['11000000,627,01/01/2009,12/31/2010,0.000'],
 ['11000000,628,01/01/2009,12/31/2010,0.040'],
 ['11000000,629,01/01/2009,12/31/2010,0.000'],
 ['11000000,630,01/01/2009,12/31/2010,0.000'],
 ['11000000,631,01/01/2009,12/31/2010,0.000'],
 ['11000000,645,01/01/2009,12/31/2010,1.658'],
 ['11000000,646,01/01/2009,12/31/2010,0.497'],
 ['11100000,203,01/01/2009,12/31/2010,3.28'],
 ['11100000,204,01/01/2009,12/31/2010,1.91'],
 ['11100000,205,01/01/2009,12/31/2010,4.85'],
 ['11100000,208,01/01/2009,12/31/2010,50'],
 ['11100000,221,01/01/2009,12/31/2010,0.0'],
 ['11100000,255,01/01/2009,12/31/2010,89.25'],
 ['11100000,262,01/01/2009,12/31/2010,0'],
 ['11100000,263,01/01/2009,12/31/2010,0'],
 ['11100000,269,01/01/2009,12/31/2010,5.08'],
 ['11100000,291,01/01/2009,12/31/2010,0.0'],
 ['11100000,301,01/01/2009,12/31/2010,119'],
 ['11100000,303,01/01/2009,12/31/2010,0.03'],
 ['11100000,304,01/01/2009,12/31/2010,11'],
 ['11100000,305,01/01/2009,12/31/2010,91'],
 ['11100000,306,01/01/2009,12/31/2010,142'],
 ['11100000,307,01/01/2009,12/31/2010,44'],
 ['11100000,309,01/01/2009,12/31/2010,0.43'],
 ['11100000,312,01/01/2009,12/31/2010,0.014'],
 ['11100000,317,01/01/2009,12/31/2010,3.1'],
 ['11100000,319,01/01/2009,12/31/2010,53'],
 ['11100000,320,01/01/2009,12/31/2010,54'],
 ['11100000,321,01/01/2009,12/31/2010,4'],
 ['11100000,322,01/01/2009,12/31/2010,0'],
 ['11100000,323,01/01/2009,12/31/2010,0.04'],
 ['11100000,328,01/01/2009,12/31/2010,1.2'],
 ['11100000,334,01/01/2009,12/31/2010,0'],
 ['11100000,337,01/01/2009,12/31/2010,0'],
 ['11100000,338,01/01/2009,12/31/2010,0'],
 ['11100000,401,01/01/2009,12/31/2010,0.1'],
 ['11100000,404,01/01/2009,12/31/2010,0.040'],
 ['11100000,405,01/01/2009,12/31/2010,0.180'],
 ['11100000,406,01/01/2009,12/31/2010,0.092'],
 ['11100000,415,01/01/2009,12/31/2010,0.037'],
 ['11100000,417,01/01/2009,12/31/2010,5'],
 ['11100000,418,01/01/2009,12/31/2010,0.49'],
 ['11100000,421,01/01/2009,12/31/2010,15.8'],
 ['11100000,430,01/01/2009,12/31/2010,0.2'],
 ['11100000,431,01/01/2009,12/31/2010,0'],
 ['11100000,432,01/01/2009,12/31/2010,5'],
 ['11100000,435,01/01/2009,12/31/2010,5'],
 ['11100000,573,01/01/2009,12/31/2010,0.00'],
 ['11100000,578,01/01/2009,12/31/2010,0.00'],
 ['11100000,601,01/01/2009,12/31/2010,7'],
 ['11100000,606,01/01/2009,12/31/2010,1.154'],
 ['11100000,607,01/01/2009,12/31/2010,0.057'],
 ['11100000,608,01/01/2009,12/31/2010,0.041'],
 ['11100000,609,01/01/2009,12/31/2010,0.033'],
 ['11100000,610,01/01/2009,12/31/2010,0.046'],
 ['11100000,611,01/01/2009,12/31/2010,0.049'],
 ['11100000,612,01/01/2009,12/31/2010,0.173'],
 ['11100000,613,01/01/2009,12/31/2010,0.513'],
 ['11100000,614,01/01/2009,12/31/2010,0.225'],
 ['11100000,617,01/01/2009,12/31/2010,0.483'],
 ['11100000,618,01/01/2009,12/31/2010,0.065'],
 ['11100000,619,01/01/2009,12/31/2010,0.027'],
 ['11100000,620,01/01/2009,12/31/2010,0.000'],
 ['11100000,621,01/01/2009,12/31/2010,0.000'],
 ['11100000,626,01/01/2009,12/31/2010,0.013'],
 ['11100000,627,01/01/2009,12/31/2010,0.000'],
 ['11100000,628,01/01/2009,12/31/2010,0.001'],
 ['11100000,629,01/01/2009,12/31/2010,0.000'],
 ['11100000,630,01/01/2009,12/31/2010,0.000'],
 ['11100000,631,01/01/2009,12/31/2010,0.000'],
 ['11100000,645,01/01/2009,12/31/2010,0.507'],
 ['11100000,646,01/01/2009,12/31/2010,0.094'],
 ['11111000,203,01/01/2009,12/31/2010,3.15'],
 ['11111000,204,01/01/2009,12/31/2010,3.25'],
 ['11111000,205,01/01/2009,12/31/2010,4.80'],
 ['11111000,208,01/01/2009,12/31/2010,61'],
 ['11111000,221,01/01/2009,12/31/2010,0.0'],
 ['11111000,255,01/01/2009,12/31/2010,88.13'],
 ['11111000,262,01/01/2009,12/31/2010,0'],
 ['11111000,263,01/01/2009,12/31/2010,0'],
 ['11111000,269,01/01/2009,12/31/2010,5.05'],
 ['11111000,291,01/01/2009,12/31/2010,0.0'],
 ['11111000,301,01/01/2009,12/31/2010,113'],
 ['11111000,303,01/01/2009,12/31/2010,0.03'],
 ['11111000,304,01/01/2009,12/31/2010,10'],
 ['11111000,305,01/01/2009,12/31/2010,84'],
 ['11111000,306,01/01/2009,12/31/2010,132'],
 ['11111000,307,01/01/2009,12/31/2010,43'],
 ['11111000,309,01/01/2009,12/31/2010,0.37'],
 ['11111000,312,01/01/2009,12/31/2010,0.025'],
 ['11111000,317,01/01/2009,12/31/2010,3.7'],
 ['11111000,319,01/01/2009,12/31/2010,45'],
 ['11111000,320,01/01/2009,12/31/2010,46'],
 ['11111000,321,01/01/2009,12/31/2010,7'],
 ['11111000,322,01/01/2009,12/31/2010,0'],
 ['11111000,323,01/01/2009,12/31/2010,0.07'],
 ['11111000,328,01/01/2009,12/31/2010,1.3'],
 ['11111000,334,01/01/2009,12/31/2010,0'],
 ['11111000,337,01/01/2009,12/31/2010,0'],
 ['11111000,338,01/01/2009,12/31/2010,0'],
 ['11111000,401,01/01/2009,12/31/2010,0.0'],
 ['11111000,404,01/01/2009,12/31/2010,0.046'],
 ['11111000,405,01/01/2009,12/31/2010,0.169'],
 ['11111000,406,01/01/2009,12/31/2010,0.089'],
 ['11111000,415,01/01/2009,12/31/2010,0.036'],
 ['11111000,417,01/01/2009,12/31/2010,5'],
 ['11111000,418,01/01/2009,12/31/2010,0.45'],
 ['11111000,421,01/01/2009,12/31/2010,14.3'],
 ['11111000,430,01/01/2009,12/31/2010,0.3'],
 ['11111000,431,01/01/2009,12/31/2010,0'],
 ['11111000,432,01/01/2009,12/31/2010,5'],
 ['11111000,435,01/01/2009,12/31/2010,5'],
 ['11111000,573,01/01/2009,12/31/2010,0.00'],
 ['11111000,578,01/01/2009,12/31/2010,0.00'],
 ['11111000,601,01/01/2009,12/31/2010,10'],
 ['11111000,606,01/01/2009,12/31/2010,1.865'],
 ['11111000,607,01/01/2009,12/31/2010,0.075'],
 ['11111000,608,01/01/2009,12/31/2010,0.075'],
 ['11111000,609,01/01/2009,12/31/2010,0.075'],
 ['11111000,610,01/01/2009,12/31/2010,0.075'],
 ['11111000,611,01/01/2009,12/31/2010,0.077'],
 ['11111000,612,01/01/2009,12/31/2010,0.297'],
 ['11111000,613,01/01/2009,12/31/2010,0.829'],
 ['11111000,614,01/01/2009,12/31/2010,0.365'],
 ['11111000,617,01/01/2009,12/31/2010,0.812'],
 ['11111000,618,01/01/2009,12/31/2010,0.120'],
 ['11111000,619,01/01/2009,12/31/2010,0.075'],
 ['11111000,620,01/01/2009,12/31/2010,0.000'],
 ['11111000,621,01/01/2009,12/31/2010,0.000'],
 ['11111000,626,01/01/2009,12/31/2010,0.000'],
 ['11111000,627,01/01/2009,12/31/2010,0.000'],
 ['11111000,628,01/01/2009,12/31/2010,0.000'],
 ['11111000,629,01/01/2009,12/31/2010,0.000'],
 ['11111000,630,01/01/2009,12/31/2010,0.000'],
 ['11111000,631,01/01/2009,12/31/2010,0.000'],
 ['11111000,645,01/01/2009,12/31/2010,0.812'],
 ['11111000,646,01/01/2009,12/31/2010,0.195'],
 ['11111100,203,01/01/2009,12/31/2010,3.10'],
 ['11111100,204,01/01/2009,12/31/2010,3.46'],
 ['11111100,205,01/01/2009,12/31/2010,4.46'],
 ['11111100,208,01/01/2009,12/31/2010,61'],
 ['11111100,221,01/01/2009,12/31/2010,0.0'],
 ['11111100,255,01/01/2009,12/31/2010,88.20'],
 ['11111100,262,01/01/2009,12/31/2010,0'],
 ['11111100,263,01/01/2009,12/31/2010,0'],
 ['11111100,269,01/01/2009,12/31/2010,4.46'],
 ['11111100,291,01/01/2009,12/31/2010,0.0'],
 ['11111100,301,01/01/2009,12/31/2010,101'],
 ['11111100,303,01/01/2009,12/31/2010,0.05'],
 ['11111100,304,01/01/2009,12/31/2010,5'],
 ['11111100,305,01/01/2009,12/31/2010,86'],
 ['11111100,306,01/01/2009,12/31/2010,253'],
 ['11111100,307,01/01/2009,12/31/2010,3'],
 ['11111100,309,01/01/2009,12/31/2010,0.38'],
 ['11111100,312,01/01/2009,12/31/2010,0.010'],
 ['11111100,317,01/01/2009,12/31/2010,2.0'],
 ['11111100,319,01/01/2009,12/31/2010,28'],
 ['11111100,320,01/01/2009,12/31/2010,29'],
 ['11111100,321,01/01/2009,12/31/2010,7'],
 ['11111100,322,01/01/2009,12/31/2010,0'],
 ['11111100,323,01/01/2009,12/31/2010,0.08'],
 ['11111100,328,01/01/2009,12/31/2010,1.3'],
 ['11111100,334,01/01/2009,12/31/2010,0'],
 ['11111100,337,01/01/2009,12/31/2010,0'],
 ['11111100,338,01/01/2009,12/31/2010,0'],
 ['11111100,401,01/01/2009,12/31/2010,0.9'],
 ['11111100,404,01/01/2009,12/31/2010,0.020'],
 ['11111100,405,01/01/2009,12/31/2010,0.105'],
 ['11111100,406,01/01/2009,12/31/2010,0.043'],
 ['11111100,415,01/01/2009,12/31/2010,0.034'],
 ['11111100,417,01/01/2009,12/31/2010,5'],
 ['11111100,418,01/01/2009,12/31/2010,0.36'],
 ['11111100,421,01/01/2009,12/31/2010,16.0'],
 ['11111100,430,01/01/2009,12/31/2010,0.3'],
 ['11111100,431,01/01/2009,12/31/2010,0'],
 ['11111100,432,01/01/2009,12/31/2010,5'],
 ['11111100,435,01/01/2009,12/31/2010,5'],
 ['11111100,573,01/01/2009,12/31/2010,0.00'],
 ['11111100,578,01/01/2009,12/31/2010,0.00'],
 ['11111100,601,01/01/2009,12/31/2010,14'],
 ['11111100,606,01/01/2009,12/31/2010,2.154'],
 ['11111100,607,01/01/2009,12/31/2010,0.112'],
 ['11111100,608,01/01/2009,12/31/2010,0.066'],
 ['11111100,609,01/01/2009,12/31/2010,0.039'],
 ['11111100,610,01/01/2009,12/31/2010,0.087'],
 ['11111100,611,01/01/2009,12/31/2010,0.097'],
 ['11111100,612,01/01/2009,12/31/2010,0.348'],
 ['11111100,613,01/01/2009,12/31/2010,0.910'],
 ['11111100,614,01/01/2009,12/31/2010,0.419'],
 ['11111100,617,01/01/2009,12/31/2010,0.870'],
 ['11111100,618,01/01/2009,12/31/2010,0.078'],
 ['11111100,619,01/01/2009,12/31/2010,0.050'],
 ['11111100,620,01/01/2009,12/31/2010,0.000'],
 ['11111100,621,01/01/2009,12/31/2010,0.000'],
 ['11111100,626,01/01/2009,12/31/2010,0.077'],
 ['11111100,627,01/01/2009,12/31/2010,0.000'],
 ['11111100,628,01/01/2009,12/31/2010,0.000'],
 ['11111100,629,01/01/2009,12/31/2010,0.000'],
 ['11111100,630,01/01/2009,12/31/2010,0.000'],
 ['11111100,631,01/01/2009,12/31/2010,0.000'],
 ['11111100,645,01/01/2009,12/31/2010,0.999'],
 ['11111100,646,01/01/2009,12/31/2010,0.128'],
 ['11111150,203,01/01/2009,12/31/2010,3.14'],
 ['11111150,204,01/01/2009,12/31/2010,3.24'],
 ['11111150,205,01/01/2009,12/31/2010,4.79'],
 ['11111150,208,01/01/2009,12/31/2010,61'],
 ['11111150,221,01/01/2009,12/31/2010,0.0'],
 ['11111150,255,01/01/2009,12/31/2010,87.87'],
 ['11111150,262,01/01/2009,12/31/2010,0'],
 ['11111150,263,01/01/2009,12/31/2010,0'],
 ['11111150,269,01/01/2009,12/31/2010,5.04'],
 ['11111150,291,01/01/2009,12/31/2010,0.0'],
 ['11111150,301,01/01/2009,12/31/2010,412'],
 ['11111150,303,01/01/2009,12/31/2010,0.03'],
 ['11111150,304,01/01/2009,12/31/2010,10'],
 ['11111150,305,01/01/2009,12/31/2010,84'],
 ['11111150,306,01/01/2009,12/31/2010,132'],
 ['11111150,307,01/01/2009,12/31/2010,43'],
 ['11111150,309,01/01/2009,12/31/2010,0.37'],
 ['11111150,312,01/01/2009,12/31/2010,0.025'],
 ['11111150,317,01/01/2009,12/31/2010,3.7'],
 ['11111150,319,01/01/2009,12/31/2010,45'],
 ['11111150,320,01/01/2009,12/31/2010,46'],
 ['11111150,321,01/01/2009,12/31/2010,7'],
 ['11111150,322,01/01/2009,12/31/2010,0'],
 ['11111150,323,01/01/2009,12/31/2010,0.07'],
 ['11111150,328,01/01/2009,12/31/2010,1.3'],
 ['11111150,334,01/01/2009,12/31/2010,0'],
 ['11111150,337,01/01/2009,12/31/2010,0'],
 ['11111150,338,01/01/2009,12/31/2010,0'],
 ['11111150,401,01/01/2009,12/31/2010,0.0'],
 ['11111150,404,01/01/2009,12/31/2010,0.046'],
 ['11111150,405,01/01/2009,12/31/2010,0.168'],
 ['11111150,406,01/01/2009,12/31/2010,0.089'],
 ['11111150,415,01/01/2009,12/31/2010,0.036'],
 ['11111150,417,01/01/2009,12/31/2010,5'],
 ['11111150,418,01/01/2009,12/31/2010,0.45'],
 ['11111150,421,01/01/2009,12/31/2010,14.3'],
 ['11111150,430,01/01/2009,12/31/2010,0.3'],
 ['11111150,431,01/01/2009,12/31/2010,0'],
 ['11111150,432,01/01/2009,12/31/2010,5'],
 ['11111150,435,01/01/2009,12/31/2010,5'],
 ['11111150,573,01/01/2009,12/31/2010,0.00'],
 ['11111150,578,01/01/2009,12/31/2010,0.00'],
 ['11111150,601,01/01/2009,12/31/2010,10'],
 ['11111150,606,01/01/2009,12/31/2010,1.859'],
 ['11111150,607,01/01/2009,12/31/2010,0.075'],
 ['11111150,608,01/01/2009,12/31/2010,0.075'],
 ['11111150,609,01/01/2009,12/31/2010,0.075'],
 ['11111150,610,01/01/2009,12/31/2010,0.075'],
 ['11111150,611,01/01/2009,12/31/2010,0.077'],
 ['11111150,612,01/01/2009,12/31/2010,0.296'],
 ['11111150,613,01/01/2009,12/31/2010,0.827'],
 ['11111150,614,01/01/2009,12/31/2010,0.364'],
 ['11111150,617,01/01/2009,12/31/2010,0.810'],
 ['11111150,618,01/01/2009,12/31/2010,0.120'],
 ['11111150,619,01/01/2009,12/31/2010,0.075'],
 ['11111150,620,01/01/2009,12/31/2010,0.000'],
 ['11111150,621,01/01/2009,12/31/2010,0.000'],
 ['11111150,626,01/01/2009,12/31/2010,0.000'],
 ['11111150,627,01/01/2009,12/31/2010,0.000'],
 ['11111150,628,01/01/2009,12/31/2010,0.000'],
 ['11111150,629,01/01/2009,12/31/2010,0.000'],
 ['11111150,630,01/01/2009,12/31/2010,0.000'],
 ['11111150,631,01/01/2009,12/31/2010,0.000'],
 ['11111150,645,01/01/2009,12/31/2010,0.810'],
 ['11111150,646,01/01/2009,12/31/2010,0.194'],
 ['11111160,203,01/01/2009,12/31/2010,3.37'],
 ['11111160,204,01/01/2009,12/31/2010,0.97'],
 ['11111160,205,01/01/2009,12/31/2010,4.99'],
 ['11111160,208,01/01/2009,12/31/2010,42'],
 ['11111160,221,01/01/2009,12/31/2010,0.0'],
 ['11111160,255,01/01/2009,12/31/2010,89.83'],
 ['11111160,262,01/01/2009,12/31/2010,0'],
 ['11111160,263,01/01/2009,12/31/2010,0'],
 ['11111160,269,01/01/2009,12/31/2010,5.20'],
 ['11111160,291,01/01/2009,12/31/2010,0.0'],
 ['11111160,301,01/01/2009,12/31/2010,225'],
 ['11111160,303,01/01/2009,12/31/2010,0.03'],
 ['11111160,304,01/01/2009,12/31/2010,11'],
 ['11111160,305,01/01/2009,12/31/2010,95'],
 ['11111160,306,01/01/2009,12/31/2010,150'],
 ['11111160,307,01/01/2009,12/31/2010,44'],
 ['11111160,309,01/01/2009,12/31/2010,0.42'],
 ['11111160,312,01/01/2009,12/31/2010,0.010'],
 ['11111160,317,01/01/2009,12/31/2010,3.3'],
 ['11111160,319,01/01/2009,12/31/2010,58'],
 ['11111160,320,01/01/2009,12/31/2010,58'],
 ['11111160,321,01/01/2009,12/31/2010,2'],
 ['11111160,322,01/01/2009,12/31/2010,0'],
 ['11111160,323,01/01/2009,12/31/2010,0.01'],
 ['11111160,328,01/01/2009,12/31/2010,1.2'],
 ['11111160,334,01/01/2009,12/31/2010,0'],
 ['11111160,337,01/01/2009,12/31/2010,0'],
 ['11111160,338,01/01/2009,12/31/2010,0'],
 ['11111160,401,01/01/2009,12/31/2010,0.0'],
 ['11111160,404,01/01/2009,12/31/2010,0.020'],
 ['11111160,405,01/01/2009,12/31/2010,0.185'],
 ['11111160,406,01/01/2009,12/31/2010,0.093'],
 ['11111160,415,01/01/2009,12/31/2010,0.037'],
 ['11111160,417,01/01/2009,12/31/2010,5'],
 ['11111160,418,01/01/2009,12/31/2010,0.47'],
 ['11111160,421,01/01/2009,12/31/2010,17.7'],
 ['11111160,430,01/01/2009,12/31/2010,0.1'],
 ['11111160,431,01/01/2009,12/31/2010,0'],
 ['11111160,432,01/01/2009,12/31/2010,5'],
 ['11111160,435,01/01/2009,12/31/2010,5'],
 ['11111160,573,01/01/2009,12/31/2010,0.00'],
 ['11111160,578,01/01/2009,12/31/2010,0.00'],
 ['11111160,601,01/01/2009,12/31/2010,5'],
 ['11111160,606,01/01/2009,12/31/2010,0.632'],
 ['11111160,607,01/01/2009,12/31/2010,0.024'],
 ['11111160,608,01/01/2009,12/31/2010,0.018'],
 ['11111160,609,01/01/2009,12/31/2010,0.013'],
 ['11111160,610,01/01/2009,12/31/2010,0.027'],
 ['11111160,611,01/01/2009,12/31/2010,0.029'],
 ['11111160,612,01/01/2009,12/31/2010,0.091'],
 ['11111160,613,01/01/2009,12/31/2010,0.287'],
 ['11111160,614,01/01/2009,12/31/2010,0.126'],
 ['11111160,617,01/01/2009,12/31/2010,0.250'],
 ['11111160,618,01/01/2009,12/31/2010,0.030'],
 ['11111160,619,01/01/2009,12/31/2010,0.004'],
 ['11111160,620,01/01/2009,12/31/2010,0.000'],
 ['11111160,621,01/01/2009,12/31/2010,0.000'],
 ['11111160,626,01/01/2009,12/31/2010,0.017'],
 ['11111160,627,01/01/2009,12/31/2010,0.000'],
 ['11111160,628,01/01/2009,12/31/2010,0.000'],
 ['11111160,629,01/01/2009,12/31/2010,0.000'],
 ['11111160,630,01/01/2009,12/31/2010,0.000'],
 ['11111160,631,01/01/2009,12/31/2010,0.000'],
 ['11111160,645,01/01/2009,12/31/2010,0.277'],
 ['11111160,646,01/01/2009,12/31/2010,0.035'],
 ['11111170,203,01/01/2009,12/31/2010,3.40'],
 ['11111170,204,01/01/2009,12/31/2010,0.18'],
 ['11111170,205,01/01/2009,12/31/2010,4.85'],
 ['11111170,208,01/01/2009,12/31/2010,35'],
 ['11111170,221,01/01/2009,12/31/2010,0.0'],
 ['11111170,255,01/01/2009,12/31/2010,90.80'],
 ['11111170,262,01/01/2009,12/31/2010,0'],
 ['11111170,263,01/01/2009,12/31/2010,0'],
 ['11111170,269,01/01/2009,12/31/2010,4.85'],
 ['11111170,291,01/01/2009,12/31/2010,0.0'],
 ['11111170,301,01/01/2009,12/31/2010,204'],
 ['11111170,303,01/01/2009,12/31/2010,0.04'],
 ['11111170,304,01/01/2009,12/31/2010,11'],
 ['11111170,305,01/01/2009,12/31/2010,101'],
 ['11111170,306,01/01/2009,12/31/2010,166'],
 ['11111170,307,01/01/2009,12/31/2010,52'],
 ['11111170,309,01/01/2009,12/31/2010,0.40'],
 ['11111170,312,01/01/2009,12/31/2010,0.011'],
 ['11111170,317,01/01/2009,12/31/2010,2.1'],
 ['11111170,319,01/01/2009,12/31/2010,137'],
 ['11111170,320,01/01/2009,12/31/2010,137'],
 ['11111170,321,01/01/2009,12/31/2010,0'],
 ['11111170,322,01/01/2009,12/31/2010,0'],
 ['11111170,323,01/01/2009,12/31/2010,0.01'],
 ['11111170,328,01/01/2009,12/31/2010,1.2'],
 ['11111170,334,01/01/2009,12/31/2010,0'],
 ['11111170,337,01/01/2009,12/31/2010,0'],
 ['11111170,338,01/01/2009,12/31/2010,0'],
 ['11111170,401,01/01/2009,12/31/2010,1.0'],
 ['11111170,404,01/01/2009,12/31/2010,0.036'],
 ['11111170,405,01/01/2009,12/31/2010,0.140'],
 ['11111170,406,01/01/2009,12/31/2010,0.088'],
 ['11111170,415,01/01/2009,12/31/2010,0.040'],
 ['11111170,417,01/01/2009,12/31/2010,5'],
 ['11111170,418,01/01/2009,12/31/2010,0.38'],
 ['11111170,421,01/01/2009,12/31/2010,16.0'],
 ['11111170,430,01/01/2009,12/31/2010,0.0'],
 ['11111170,431,01/01/2009,12/31/2010,0'],
 ['11111170,432,01/01/2009,12/31/2010,5'],
 ['11111170,435,01/01/2009,12/31/2010,5'],
 ['11111170,573,01/01/2009,12/31/2010,0.00'],
 ['11111170,578,01/01/2009,12/31/2010,0.00'],
 ['11111170,601,01/01/2009,12/31/2010,2'],
 ['11111170,606,01/01/2009,12/31/2010,0.117'],
 ['11111170,607,01/01/2009,12/31/2010,0.009'],
 ['11111170,608,01/01/2009,12/31/2010,0.001'],
 ['11111170,609,01/01/2009,12/31/2010,0.002'],
 ['11111170,610,01/01/2009,12/31/2010,0.004'],
 ['11111170,611,01/01/2009,12/31/2010,0.003'],
 ['11111170,612,01/01/2009,12/31/2010,0.017'],
 ['11111170,613,01/01/2009,12/31/2010,0.053'],
 ['11111170,614,01/01/2009,12/31/2010,0.019'],
 ['11111170,617,01/01/2009,12/31/2010,0.038'],
 ['11111170,618,01/01/2009,12/31/2010,0.005'],
 ['11111170,619,01/01/2009,12/31/2010,0.002'],
 ['11111170,620,01/01/2009,12/31/2010,0.000'],
 ['11111170,621,01/01/2009,12/31/2010,0.000'],
 ['11111170,626,01/01/2009,12/31/2010,0.007'],
 ['11111170,627,01/01/2009,12/31/2010,0.000'],
 ['11111170,628,01/01/2009,12/31/2010,0.000'],
 ['11111170,629,01/01/2009,12/31/2010,0.000'],
 ['11111170,630,01/01/2009,12/31/2010,0.000'],
 ['11111170,631,01/01/2009,12/31/2010,0.000'],
 ['11111170,645,01/01/2009,12/31/2010,0.047'],
 ['11111170,646,01/01/2009,12/31/2010,0.007'],
 ['11112110,203,01/01/2009,12/31/2010,3.30'],
 ['11112110,204,01/01/2009,12/31/2010,1.98'],
 ['11112110,205,01/01/2009,12/31/2010,4.80'],
 ['11112110,208,01/01/2009,12/31/2010,50'],
 ['11112110,221,01/01/2009,12/31/2010,0.0'],
 ['11112110,255,01/01/2009,12/31/2010,89.21'],
 ['11112110,262,01/01/2009,12/31/2010,0'],
 ['11112110,263,01/01/2009,12/31/2010,0'],
 ['11112110,269,01/01/2009,12/31/2010,5.06'],
 ['11112110,291,01/01/2009,12/31/2010,0.0'],
 ['11112110,301,01/01/2009,12/31/2010,120'],
 ['11112110,303,01/01/2009,12/31/2010,0.02'],
 ['11112110,304,01/01/2009,12/31/2010,11'],
 ['11112110,305,01/01/2009,12/31/2010,92'],
 ['11112110,306,01/01/2009,12/31/2010,140'],
 ['11112110,307,01/01/2009,12/31/2010,47'],
 ['11112110,309,01/01/2009,12/31/2010,0.48'],
 ['11112110,312,01/01/2009,12/31/2010,0.006'],
 ['11112110,317,01/01/2009,12/31/2010,2.5'],
 ['11112110,319,01/01/2009,12/31/2010,55'],
 ['11112110,320,01/01/2009,12/31/2010,55'],
 ['11112110,321,01/01/2009,12/31/2010,4'],
 ['11112110,322,01/01/2009,12/31/2010,0'],
 ['11112110,323,01/01/2009,12/31/2010,0.03'],
 ['11112110,328,01/01/2009,12/31/2010,1.2'],
 ['11112110,334,01/01/2009,12/31/2010,0'],
 ['11112110,337,01/01/2009,12/31/2010,0'],
 ['11112110,338,01/01/2009,12/31/2010,0'],
 ['11112110,401,01/01/2009,12/31/2010,0.2'],
 ['11112110,404,01/01/2009,12/31/2010,0.039'],
 ['11112110,405,01/01/2009,12/31/2010,0.185'],
 ['11112110,406,01/01/2009,12/31/2010,0.092'],
 ['11112110,415,01/01/2009,12/31/2010,0.038'],
 ['11112110,417,01/01/2009,12/31/2010,5'],
 ['11112110,418,01/01/2009,12/31/2010,0.53'],
 ['11112110,421,01/01/2009,12/31/2010,16.4'],
 ['11112110,430,01/01/2009,12/31/2010,0.2'],
 ['11112110,431,01/01/2009,12/31/2010,0'],
